origin,destination,distance,duration
Dallas,Peoria,"1,285 km",12 hours 8 mins
Detroit,Paducah,927 km,8 hours 33 mins
Detroit,Paducah,927 km,8 hours 33 mins
Paducah,Owensboro,205 km,2 hours 10 mins
Paducah,Owensboro,205 km,2 hours 10 mins
Owensboro,Lexington,286 km,2 hours 47 mins
Owensboro,Lexington,286 km,2 hours 47 mins
Lexington,Detroit,554 km,5 hours 14 mins
Lexington,Detroit,554 km,5 hours 14 mins
Pittsburgh,Jacksonville,"1,335 km",12 hours 17 mins
Pittsburgh,Jacksonville,"1,335 km",12 hours 17 mins
Jacksonville,Panama City,426 km,4 hours 9 mins
Jacksonville,Panama City,426 km,4 hours 9 mins
Panama City,Miami,936 km,8 hours 37 mins
Panama City,Miami,936 km,8 hours 37 mins
Miami,Pittsburgh,"1,891 km",17 hours 13 mins
Miami,Pittsburgh,"1,891 km",17 hours 13 mins
Tampa,Moline,"1,995 km",17 hours 57 mins
Tampa,Moline,"1,995 km",17 hours 57 mins
Moline,Belleville,417 km,3 hours 59 mins
Moline,Belleville,417 km,3 hours 59 mins
Belleville,Chicago,474 km,4 hours 36 mins
Belleville,Chicago,474 km,4 hours 36 mins
Chicago,Tampa,"1,886 km",17 hours 8 mins
Chicago,Tampa,"1,886 km",17 hours 8 mins
Louisville,Buffalo,862 km,7 hours 57 mins
Louisville,Buffalo,862 km,7 hours 57 mins
Buffalo,Niagara Falls,31.9 km,26 mins
Buffalo,Niagara Falls,31.9 km,26 mins
Niagara Falls,Watertown,363 km,3 hours 28 mins
Niagara Falls,Watertown,363 km,3 hours 28 mins
Watertown,Louisville,"1,191 km",10 hours 56 mins
Watertown,Louisville,"1,191 km",10 hours 56 mins
Kansas City,Bemidji,"1,046 km",9 hours 50 mins
Kansas City,Bemidji,"1,046 km",9 hours 50 mins
Bemidji,Minneapolis,347 km,3 hours 34 mins
Bemidji,Minneapolis,347 km,3 hours 34 mins
Minneapolis,Duluth,248 km,2 hours 16 mins
Minneapolis,Duluth,248 km,2 hours 16 mins
Duluth,Kansas City,945 km,8 hours 28 mins
Duluth,Kansas City,945 km,8 hours 28 mins
Tallahassee,Abilene,"1,634 km",14 hours 57 mins
Tallahassee,Abilene,"1,634 km",14 hours 57 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Amarillo,Lubbock,197 km,1 hour 47 mins
Amarillo,Lubbock,197 km,1 hour 47 mins
Lubbock,Tallahassee,"1,895 km",17 hours 16 mins
Lubbock,Tallahassee,"1,895 km",17 hours 16 mins
Little Rock,Houston,698 km,6 hours 47 mins
Little Rock,Houston,698 km,6 hours 47 mins
Houston,Lubbock,841 km,8 hours 3 mins
Houston,Lubbock,841 km,8 hours 3 mins
Lubbock,Dallas,558 km,5 hours 2 mins
Lubbock,Dallas,558 km,5 hours 2 mins
Dallas,Little Rock,514 km,4 hours 40 mins
Dallas,Little Rock,514 km,4 hours 40 mins
San Diego,Sacramento,812 km,7 hours 50 mins
San Diego,Sacramento,812 km,7 hours 50 mins
Sacramento,Santa Ana,670 km,6 hours 30 mins
Sacramento,Santa Ana,670 km,6 hours 30 mins
Phoenix,Dallas,"1,715 km",15 hours 19 mins
Phoenix,Dallas,"1,715 km",15 hours 19 mins
Dallas,San Angelo,415 km,3 hours 55 mins
Dallas,San Angelo,415 km,3 hours 55 mins
San Angelo,Houston,586 km,5 hours 46 mins
San Angelo,Houston,586 km,5 hours 46 mins
Houston,Phoenix,"1,892 km",16 hours 47 mins
Houston,Phoenix,"1,892 km",16 hours 47 mins
Pensacola,Wilmington,"1,185 km",10 hours 48 mins
Pensacola,Wilmington,"1,185 km",10 hours 48 mins
Wilmington,Fayetteville,149 km,1 hour 43 mins
Wilmington,Fayetteville,149 km,1 hour 43 mins
Fayetteville,Charlotte,223 km,2 hours 40 mins
Fayetteville,Charlotte,223 km,2 hours 40 mins
Charlotte,Pensacola,913 km,8 hours 39 mins
Charlotte,Pensacola,913 km,8 hours 39 mins
Memphis,Houston,913 km,8 hours 44 mins
Memphis,Houston,913 km,8 hours 44 mins
Houston,Austin,266 km,2 hours 31 mins
Houston,Austin,266 km,2 hours 31 mins
Austin,Dallas,314 km,2 hours 53 mins
Austin,Dallas,314 km,2 hours 53 mins
Dallas,Memphis,728 km,6 hours 36 mins
Dallas,Memphis,728 km,6 hours 36 mins
Bozeman,Salt Lake City,660 km,6 hours 20 mins
Bozeman,Salt Lake City,660 km,6 hours 20 mins
Salt Lake City,Ogden,61.4 km,37 mins
Salt Lake City,Ogden,61.4 km,37 mins
Ogden,Provo,131 km,1 hour 16 mins
Ogden,Provo,131 km,1 hour 16 mins
Provo,Bozeman,727 km,6 hours 55 mins
Provo,Bozeman,727 km,6 hours 55 mins
Dallas,Richmond,"2,054 km",18 hours 37 mins
Dallas,Richmond,"2,054 km",18 hours 37 mins
Richmond,Charlottesville,116 km,1 hour 10 mins
Richmond,Charlottesville,116 km,1 hour 10 mins
Charlottesville,Norfolk,262 km,2 hours 37 mins
Charlottesville,Norfolk,262 km,2 hours 37 mins
Norfolk,Dallas,"2,175 km",19 hours 54 mins
Norfolk,Dallas,"2,175 km",19 hours 54 mins
Des Moines,Nashville,"1,057 km",9 hours 55 mins
Des Moines,Nashville,"1,057 km",9 hours 55 mins
Nashville,Knoxville,290 km,2 hours 42 mins
Nashville,Knoxville,290 km,2 hours 42 mins
Knoxville,Chattanooga,180 km,1 hour 41 mins
Knoxville,Chattanooga,180 km,1 hour 41 mins
Chattanooga,Des Moines,"1,270 km",11 hours 51 mins
Chattanooga,Des Moines,"1,270 km",11 hours 51 mins
Atlanta,Syracuse,"1,550 km",14 hours 25 mins
Atlanta,Syracuse,"1,550 km",14 hours 25 mins
Syracuse,Ogdensburg,206 km,2 hours 6 mins
Syracuse,Ogdensburg,206 km,2 hours 6 mins
Ogdensburg,Watertown,96.0 km,1 hour 10 mins
Ogdensburg,Watertown,96.0 km,1 hour 10 mins
Watertown,Atlanta,"1,663 km",15 hours 29 mins
Watertown,Atlanta,"1,663 km",15 hours 29 mins
Denver,Moline,"1,357 km",11 hours 57 mins
Denver,Moline,"1,357 km",11 hours 57 mins
Moline,Belleville,417 km,3 hours 59 mins
Moline,Belleville,417 km,3 hours 59 mins
Belleville,Rockford,471 km,4 hours 30 mins
Belleville,Rockford,471 km,4 hours 30 mins
Rockford,Denver,"1,538 km",13 hours 43 mins
Rockford,Denver,"1,538 km",13 hours 43 mins
El Paso,Alamosa,753 km,7 hours 11 mins
El Paso,Alamosa,753 km,7 hours 11 mins
Alamosa,Grand Junction,396 km,4 hours 29 mins
Alamosa,Grand Junction,396 km,4 hours 29 mins
Grand Junction,Colorado Springs,498 km,4 hours 46 mins
Grand Junction,Colorado Springs,498 km,4 hours 46 mins
Colorado Springs,El Paso,914 km,8 hours 36 mins
Colorado Springs,El Paso,914 km,8 hours 36 mins
Louisville,Amarillo,"1,636 km",14 hours 46 mins
Louisville,Amarillo,"1,636 km",14 hours 46 mins
Amarillo,Dallas,589 km,5 hours 30 mins
Amarillo,Dallas,589 km,5 hours 30 mins
Dallas,Houston,385 km,3 hours 29 mins
Dallas,Houston,385 km,3 hours 29 mins
Houston,Louisville,"1,530 km",14 hours 21 mins
Houston,Louisville,"1,530 km",14 hours 21 mins
Minneapolis,Orlando,"2,519 km",22 hours 33 mins
Minneapolis,Orlando,"2,519 km",22 hours 33 mins
Orlando,Daytona Beach,89.8 km,55 mins
Orlando,Daytona Beach,89.8 km,55 mins
Daytona Beach,Fort Myers,345 km,3 hours 51 mins
Daytona Beach,Fort Myers,345 km,3 hours 51 mins
Reno,Walla Walla,999 km,9 hours 34 mins
Reno,Walla Walla,999 km,9 hours 34 mins
Walla Walla,Everett,473 km,4 hours 33 mins
Walla Walla,Everett,473 km,4 hours 33 mins
Everett,Spokane,484 km,4 hours 31 mins
Everett,Spokane,484 km,4 hours 31 mins
Spokane,Reno,"1,269 km",12 hours 3 mins
Spokane,Reno,"1,269 km",12 hours 3 mins
Wilmington,Buffalo,"1,187 km",11 hours 57 mins
Wilmington,Buffalo,"1,187 km",11 hours 57 mins
Buffalo,New York,600 km,6 hours 14 mins
Buffalo,New York,600 km,6 hours 14 mins
New York,Syracuse,398 km,4 hours 6 mins
New York,Syracuse,398 km,4 hours 6 mins
Syracuse,Wilmington,"1,176 km",11 hours 11 mins
Syracuse,Wilmington,"1,176 km",11 hours 11 mins
Milwaukee,Kalamazoo,396 km,3 hours 46 mins
Milwaukee,Kalamazoo,396 km,3 hours 46 mins
Kalamazoo,Traverse City,310 km,2 hours 57 mins
Kalamazoo,Traverse City,310 km,2 hours 57 mins
Traverse City,Alpena,204 km,2 hours 29 mins
Traverse City,Alpena,204 km,2 hours 29 mins
Alpena,Milwaukee,750 km,7 hours 39 mins
Alpena,Milwaukee,750 km,7 hours 39 mins
Asheville,Augusta,295 km,3 hours 18 mins
Asheville,Augusta,295 km,3 hours 18 mins
Augusta,Decatur,229 km,2 hours 19 mins
Augusta,Decatur,229 km,2 hours 19 mins
Decatur,Atlanta,13.0 km,19 mins
Decatur,Atlanta,13.0 km,19 mins
Atlanta,Asheville,319 km,3 hours 22 mins
Atlanta,Asheville,319 km,3 hours 22 mins
Washington,Wilmington,586 km,5 hours 31 mins
Washington,Wilmington,586 km,5 hours 31 mins
Wilmington,Charlotte,324 km,3 hours 24 mins
Wilmington,Charlotte,324 km,3 hours 24 mins
Charlotte,Fayetteville,223 km,2 hours 40 mins
Charlotte,Fayetteville,223 km,2 hours 40 mins
Fayetteville,Washington,509 km,4 hours 48 mins
Fayetteville,Washington,509 km,4 hours 48 mins
Bozeman,Abilene,"2,238 km",20 hours 11 mins
Bozeman,Abilene,"2,238 km",20 hours 11 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Amarillo,Lubbock,197 km,1 hour 47 mins
Amarillo,Lubbock,197 km,1 hour 47 mins
Lubbock,Bozeman,"1,995 km",17 hours 54 mins
Lubbock,Bozeman,"1,995 km",17 hours 54 mins
Amarillo,Abilene,461 km,4 hours 12 mins
Amarillo,Abilene,461 km,4 hours 12 mins
Abilene,Lubbock,263 km,2 hours 31 mins
Abilene,Lubbock,263 km,2 hours 31 mins
Lubbock,Austin,602 km,5 hours 54 mins
Lubbock,Austin,602 km,5 hours 54 mins
Austin,Amarillo,783 km,7 hours 37 mins
Austin,Amarillo,783 km,7 hours 37 mins
St. Louis,Wilmington,"1,480 km",13 hours 59 mins
St. Louis,Wilmington,"1,480 km",13 hours 59 mins
Wilmington,Fayetteville,149 km,1 hour 43 mins
Wilmington,Fayetteville,149 km,1 hour 43 mins
Fayetteville,Charlotte,223 km,2 hours 40 mins
Fayetteville,Charlotte,223 km,2 hours 40 mins
Charlotte,St. Louis,"1,148 km",10 hours 46 mins
Charlotte,St. Louis,"1,148 km",10 hours 46 mins
Cleveland,Dallas,"1,903 km",17 hours 22 mins
Cleveland,Dallas,"1,903 km",17 hours 22 mins
Dallas,San Antonio,441 km,4 hours 4 mins
Dallas,San Antonio,441 km,4 hours 4 mins
San Antonio,Houston,317 km,2 hours 56 mins
San Antonio,Houston,317 km,2 hours 56 mins
Houston,Cleveland,"2,087 km",19 hours 25 mins
Houston,Cleveland,"2,087 km",19 hours 25 mins
Hartford,Fort Myers,"2,200 km",20 hours 23 mins
Hartford,Fort Myers,"2,200 km",20 hours 23 mins
Fort Myers,Panama City,794 km,7 hours 23 mins
Fort Myers,Panama City,794 km,7 hours 23 mins
Panama City,Orlando,575 km,5 hours 25 mins
Panama City,Orlando,575 km,5 hours 25 mins
Orlando,Hartford,"1,909 km",17 hours 30 mins
Orlando,Hartford,"1,909 km",17 hours 30 mins
Detroit,Kansas City,"1,229 km",11 hours 17 mins
Detroit,Kansas City,"1,229 km",11 hours 17 mins
Kansas City,St. Louis,399 km,3 hours 42 mins
Kansas City,St. Louis,399 km,3 hours 42 mins
St. Louis,Cape Girardeau,188 km,1 hour 51 mins
St. Louis,Cape Girardeau,188 km,1 hour 51 mins
Cape Girardeau,Detroit,951 km,9 hours 1 min
Cape Girardeau,Detroit,951 km,9 hours 1 min
Cleveland,Pellston,696 km,6 hours 10 mins
Cleveland,Pellston,696 km,6 hours 10 mins
Pellston,Lansing,357 km,3 hours 4 mins
Pellston,Lansing,357 km,3 hours 4 mins
Lansing,Detroit,145 km,1 hour 24 mins
Lansing,Detroit,145 km,1 hour 24 mins
Detroit,Cleveland,273 km,2 hours 39 mins
Detroit,Cleveland,273 km,2 hours 39 mins
Roswell,Yuma,"1,129 km",10 hours 24 mins
Roswell,Yuma,"1,129 km",10 hours 24 mins
Yuma,Phoenix,298 km,2 hours 52 mins
Yuma,Phoenix,298 km,2 hours 52 mins
Phoenix,Prescott,160 km,1 hour 46 mins
Phoenix,Prescott,160 km,1 hour 46 mins
Prescott,Roswell,989 km,9 hours 2 mins
Prescott,Roswell,989 km,9 hours 2 mins
Cincinnati,Chicago,475 km,4 hours 34 mins
Cincinnati,Chicago,475 km,4 hours 34 mins
Chicago,Belleville,474 km,4 hours 34 mins
Chicago,Belleville,474 km,4 hours 34 mins
Belleville,Moline,417 km,4 hours 0 mins
Belleville,Moline,417 km,4 hours 0 mins
Moline,Cincinnati,666 km,6 hours 8 mins
Moline,Cincinnati,666 km,6 hours 8 mins
Washington,Green Bay,"1,450 km",13 hours 47 mins
Washington,Green Bay,"1,450 km",13 hours 47 mins
Green Bay,Marquette,186 km,1 hour 46 mins
Green Bay,Marquette,186 km,1 hour 46 mins
Marquette,Appleton,170 km,1 hour 37 mins
Marquette,Appleton,170 km,1 hour 37 mins
Appleton,Washington,"1,430 km",13 hours 50 mins
Appleton,Washington,"1,430 km",13 hours 50 mins
Punta Gorda,Belleville,"1,762 km",15 hours 46 mins
Punta Gorda,Belleville,"1,762 km",15 hours 46 mins
Belleville,Chicago,474 km,4 hours 36 mins
Belleville,Chicago,474 km,4 hours 36 mins
Chicago,Peoria,267 km,2 hours 31 mins
Chicago,Peoria,267 km,2 hours 31 mins
Peoria,Punta Gorda,"1,998 km",17 hours 56 mins
Peoria,Punta Gorda,"1,998 km",17 hours 56 mins
White Plains,Moline,"1,544 km",14 hours 23 mins
White Plains,Moline,"1,544 km",14 hours 23 mins
Moline,Belleville,417 km,3 hours 59 mins
Moline,Belleville,417 km,3 hours 59 mins
Belleville,Chicago,474 km,4 hours 36 mins
Belleville,Chicago,474 km,4 hours 36 mins
Chicago,White Plains,"1,309 km",12 hours 8 mins
Chicago,White Plains,"1,309 km",12 hours 8 mins
Fayetteville,Abilene,"2,157 km",19 hours 14 mins
Fayetteville,Abilene,"2,157 km",19 hours 14 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Amarillo,Lubbock,197 km,1 hour 47 mins
Amarillo,Lubbock,197 km,1 hour 47 mins
Lubbock,Fayetteville,"2,419 km",21 hours 30 mins
Lubbock,Fayetteville,"2,419 km",21 hours 30 mins
Denver,Atlanta,"2,259 km",20 hours 14 mins
Denver,Atlanta,"2,259 km",20 hours 14 mins
Atlanta,Augusta,233 km,2 hours 13 mins
Atlanta,Augusta,233 km,2 hours 13 mins
Augusta,Savannah,196 km,2 hours 27 mins
Augusta,Savannah,196 km,2 hours 27 mins
Savannah,Denver,"2,656 km",23 hours 53 mins
Savannah,Denver,"2,656 km",23 hours 53 mins
San Francisco,Stockton,134 km,1 hour 24 mins
San Francisco,Stockton,134 km,1 hour 24 mins
Stockton,Los Angeles,544 km,5 hours 11 mins
Stockton,Los Angeles,544 km,5 hours 11 mins
Los Angeles,Sacramento,618 km,5 hours 54 mins
Los Angeles,Sacramento,618 km,5 hours 54 mins
Sacramento,San Francisco,141 km,1 hour 31 mins
Sacramento,San Francisco,141 km,1 hour 31 mins
Salt Lake City,San Diego,"1,207 km",10 hours 48 mins
Salt Lake City,San Diego,"1,207 km",10 hours 48 mins
San Diego,Los Angeles,194 km,2 hours 0 mins
San Diego,Los Angeles,194 km,2 hours 0 mins
Los Angeles,San Francisco,614 km,5 hours 56 mins
Los Angeles,San Francisco,614 km,5 hours 56 mins
San Francisco,Salt Lake City,"1,184 km",10 hours 48 mins
San Francisco,Salt Lake City,"1,184 km",10 hours 48 mins
Green Bay,Moline,496 km,4 hours 47 mins
Green Bay,Moline,496 km,4 hours 47 mins
Moline,Belleville,417 km,3 hours 59 mins
Moline,Belleville,417 km,3 hours 59 mins
Belleville,Chicago,474 km,4 hours 36 mins
Belleville,Chicago,474 km,4 hours 36 mins
Chicago,Green Bay,332 km,3 hours 11 mins
Chicago,Green Bay,332 km,3 hours 11 mins
St. Louis,Fort Myers,"1,814 km",16 hours 19 mins
St. Louis,Fort Myers,"1,814 km",16 hours 19 mins
Fort Myers,Miami,252 km,2 hours 26 mins
Fort Myers,Miami,252 km,2 hours 26 mins
Miami,Orlando,380 km,3 hours 27 mins
Miami,Orlando,380 km,3 hours 27 mins
Orlando,St. Louis,"1,597 km",14 hours 16 mins
Orlando,St. Louis,"1,597 km",14 hours 16 mins
Orlando,Fort Myers,255 km,2 hours 58 mins
Orlando,Fort Myers,255 km,2 hours 58 mins
Fort Myers,Panama City,794 km,7 hours 23 mins
Fort Myers,Panama City,794 km,7 hours 23 mins
Panama City,Tallahassee,157 km,1 hour 58 mins
Panama City,Tallahassee,157 km,1 hour 58 mins
Tallahassee,Orlando,417 km,3 hours 48 mins
Tallahassee,Orlando,417 km,3 hours 48 mins
Bloomington,Abilene,"1,627 km",15 hours 4 mins
Bloomington,Abilene,"1,627 km",15 hours 4 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Amarillo,Lubbock,197 km,1 hour 47 mins
Amarillo,Lubbock,197 km,1 hour 47 mins
Lubbock,Bloomington,"1,721 km",15 hours 56 mins
Lubbock,Bloomington,"1,721 km",15 hours 56 mins
Evansville,Abilene,"1,459 km",13 hours 51 mins
Evansville,Abilene,"1,459 km",13 hours 51 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Amarillo,Lubbock,197 km,1 hour 47 mins
Amarillo,Lubbock,197 km,1 hour 47 mins
Lubbock,Evansville,"1,622 km",14 hours 50 mins
Lubbock,Evansville,"1,622 km",14 hours 50 mins
New York,Nashville,"1,423 km",13 hours 17 mins
New York,Nashville,"1,423 km",13 hours 17 mins
Nashville,Knoxville,290 km,2 hours 42 mins
Nashville,Knoxville,290 km,2 hours 42 mins
Knoxville,Memphis,629 km,5 hours 44 mins
Knoxville,Memphis,629 km,5 hours 44 mins
Memphis,New York,"1,764 km",16 hours 21 mins
Memphis,New York,"1,764 km",16 hours 21 mins
Punta Gorda,Nashville,"1,289 km",11 hours 29 mins
Punta Gorda,Nashville,"1,289 km",11 hours 29 mins
Nashville,Knoxville,290 km,2 hours 42 mins
Nashville,Knoxville,290 km,2 hours 42 mins
Knoxville,Chattanooga,180 km,1 hour 41 mins
Knoxville,Chattanooga,180 km,1 hour 41 mins
Chattanooga,Punta Gorda,"1,078 km",9 hours 32 mins
Chattanooga,Punta Gorda,"1,078 km",9 hours 32 mins
Pensacola,Houston,845 km,7 hours 37 mins
Pensacola,Houston,845 km,7 hours 37 mins
Houston,San Antonio,317 km,2 hours 56 mins
Houston,San Antonio,317 km,2 hours 56 mins
San Antonio,Dallas,440 km,4 hours 4 mins
San Antonio,Dallas,440 km,4 hours 4 mins
Dallas,Pensacola,"1,041 km",9 hours 45 mins
Dallas,Pensacola,"1,041 km",9 hours 45 mins
Missoula,Sacramento,"1,435 km",15 hours 12 mins
Missoula,Sacramento,"1,435 km",15 hours 12 mins
Sacramento,Oakland,131 km,1 hour 22 mins
Sacramento,Oakland,131 km,1 hour 22 mins
Oakland,Los Angeles,597 km,5 hours 43 mins
Oakland,Los Angeles,597 km,5 hours 43 mins
Los Angeles,Missoula,"1,948 km",17 hours 5 mins
Los Angeles,Missoula,"1,948 km",17 hours 5 mins
Ithaca,Traverse City,982 km,9 hours 39 mins
Ithaca,Traverse City,982 km,9 hours 39 mins
Traverse City,Alpena,204 km,2 hours 29 mins
Traverse City,Alpena,204 km,2 hours 29 mins
Alpena,Kalamazoo,464 km,4 hours 33 mins
Alpena,Kalamazoo,464 km,4 hours 33 mins
Kalamazoo,Ithaca,945 km,8 hours 59 mins
Kalamazoo,Ithaca,945 km,8 hours 59 mins
Atlanta,Buffalo,"1,443 km",13 hours 6 mins
Atlanta,Buffalo,"1,443 km",13 hours 6 mins
Buffalo,New York,600 km,6 hours 14 mins
Buffalo,New York,600 km,6 hours 14 mins
New York,Plattsburgh,503 km,4 hours 55 mins
New York,Plattsburgh,503 km,4 hours 55 mins
Plattsburgh,Atlanta,"1,874 km",17 hours 20 mins
Plattsburgh,Atlanta,"1,874 km",17 hours 20 mins
Sun Valley,Salt Lake City,474 km,4 hours 39 mins
Sun Valley,Salt Lake City,474 km,4 hours 39 mins
Salt Lake City,Ogden,61.4 km,37 mins
Salt Lake City,Ogden,61.4 km,37 mins
Ogden,Cedar City,463 km,4 hours 3 mins
Ogden,Cedar City,463 km,4 hours 3 mins
Cedar City,Sun Valley,874 km,8 hours 1 min
Cedar City,Sun Valley,874 km,8 hours 1 min
Santa Ana,Abilene,"2,002 km",18 hours 6 mins
Santa Ana,Abilene,"2,002 km",18 hours 6 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Amarillo,Lubbock,197 km,1 hour 47 mins
Amarillo,Lubbock,197 km,1 hour 47 mins
Lubbock,Santa Ana,"1,780 km",16 hours 28 mins
Lubbock,Santa Ana,"1,780 km",16 hours 28 mins
St. Louis,Moline,422 km,3 hours 52 mins
St. Louis,Moline,422 km,3 hours 52 mins
Moline,Belleville,417 km,3 hours 59 mins
Moline,Belleville,417 km,3 hours 59 mins
Belleville,Chicago,474 km,4 hours 36 mins
Belleville,Chicago,474 km,4 hours 36 mins
Chicago,St. Louis,477 km,4 hours 25 mins
Chicago,St. Louis,477 km,4 hours 25 mins
Albuquerque,Abilene,785 km,7 hours 29 mins
Albuquerque,Abilene,785 km,7 hours 29 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Amarillo,Lubbock,197 km,1 hour 47 mins
Amarillo,Lubbock,197 km,1 hour 47 mins
Lubbock,Albuquerque,518 km,5 hours 7 mins
Lubbock,Albuquerque,518 km,5 hours 7 mins
Appleton,Moline,443 km,4 hours 19 mins
Appleton,Moline,443 km,4 hours 19 mins
Moline,Peoria,149 km,1 hour 24 mins
Moline,Peoria,149 km,1 hour 24 mins
Peoria,Rockford,217 km,2 hours 18 mins
Peoria,Rockford,217 km,2 hours 18 mins
Rockford,Appleton,274 km,2 hours 47 mins
Rockford,Appleton,274 km,2 hours 47 mins
Cedar Rapids,Pensacola,"1,564 km",14 hours 54 mins
Cedar Rapids,Pensacola,"1,564 km",14 hours 54 mins
Pensacola,Jacksonville,575 km,5 hours 1 min
Pensacola,Jacksonville,575 km,5 hours 1 min
Jacksonville,Panama City,426 km,4 hours 9 mins
Jacksonville,Panama City,426 km,4 hours 9 mins
Panama City,Cedar Rapids,"1,683 km",16 hours 7 mins
Panama City,Cedar Rapids,"1,683 km",16 hours 7 mins
Myrtle Beach,Philadelphia,919 km,8 hours 54 mins
Myrtle Beach,Philadelphia,919 km,8 hours 54 mins
Philadelphia,Harrisburg,172 km,1 hour 51 mins
Philadelphia,Harrisburg,172 km,1 hour 51 mins
Harrisburg,State College,139 km,1 hour 31 mins
Harrisburg,State College,139 km,1 hour 31 mins
State College,Myrtle Beach,"1,035 km",10 hours 4 mins
State College,Myrtle Beach,"1,035 km",10 hours 4 mins
Cedar Rapids,Amarillo,"1,497 km",13 hours 19 mins
Cedar Rapids,Amarillo,"1,497 km",13 hours 19 mins
Amarillo,Del Rio,743 km,7 hours 2 mins
Amarillo,Del Rio,743 km,7 hours 2 mins
Del Rio,Houston,564 km,5 hours 22 mins
Del Rio,Houston,564 km,5 hours 22 mins
Houston,Cedar Rapids,"1,709 km",15 hours 44 mins
Houston,Cedar Rapids,"1,709 km",15 hours 44 mins
Fort Smith,Abilene,749 km,6 hours 45 mins
Fort Smith,Abilene,749 km,6 hours 45 mins
Abilene,Corpus Christi,627 km,5 hours 52 mins
Abilene,Corpus Christi,627 km,5 hours 52 mins
Corpus Christi,Del Rio,428 km,4 hours 10 mins
Corpus Christi,Del Rio,428 km,4 hours 10 mins
Del Rio,Fort Smith,"1,135 km",10 hours 21 mins
Del Rio,Fort Smith,"1,135 km",10 hours 21 mins
Orlando,Miami,378 km,3 hours 26 mins
Orlando,Miami,378 km,3 hours 26 mins
Miami,Fort Lauderdale,48.5 km,36 mins
Miami,Fort Lauderdale,48.5 km,36 mins
Las Vegas,Everett,"1,829 km",17 hours 9 mins
Las Vegas,Everett,"1,829 km",17 hours 9 mins
Everett,Spokane,484 km,4 hours 31 mins
Everett,Spokane,484 km,4 hours 31 mins
Spokane,Seattle,449 km,4 hours 11 mins
Spokane,Seattle,449 km,4 hours 11 mins
Seattle,Las Vegas,"1,793 km",16 hours 48 mins
Seattle,Las Vegas,"1,793 km",16 hours 48 mins
Pittsburgh,Fort Myers,"1,841 km",17 hours 5 mins
Pittsburgh,Fort Myers,"1,841 km",17 hours 5 mins
Fort Myers,Daytona Beach,345 km,3 hours 48 mins
Fort Myers,Daytona Beach,345 km,3 hours 48 mins
Daytona Beach,Miami,421 km,3 hours 56 mins
Daytona Beach,Miami,421 km,3 hours 56 mins
Miami,Pittsburgh,"1,891 km",17 hours 13 mins
Miami,Pittsburgh,"1,891 km",17 hours 13 mins
Reno,San Diego,910 km,9 hours 27 mins
Reno,San Diego,910 km,9 hours 27 mins
San Diego,Bakersfield,372 km,3 hours 48 mins
San Diego,Bakersfield,372 km,3 hours 48 mins
Bakersfield,Los Angeles,181 km,1 hour 55 mins
Bakersfield,Los Angeles,181 km,1 hour 55 mins
Los Angeles,Reno,761 km,7 hours 59 mins
Los Angeles,Reno,761 km,7 hours 59 mins
Los Angeles,Dallas,"2,310 km",20 hours 44 mins
Los Angeles,Dallas,"2,310 km",20 hours 44 mins
