NAME,price,room type,house_rules,minimum nights,maximum occupancy,review rate number,city
Bright & spacious Room in Harlem,815.0,Private room,No visitors & No children under 10,1.0,2,2.0,Bakersfield
Bright and Spacious Parkside Apartment,1134.0,Entire home/apt,No children under 10,3.0,11,2.0,Bakersfield
Large comfortable room near Penn Station,189.0,Private room,No pets,1.0,2,4.0,Bakersfield
Cozy private Apartment in Convenient Neighborhood,1057.0,Entire home/apt,No parties,1.0,9,3.0,Bakersfield
Sunny Two Bedroom in South Slope,879.0,Entire home/apt,No children under 10 & No pets & No visitors,7.0,3,1.0,Bakersfield
Bohemian Paradise in Industrial BK,821.0,Private room,No visitors & No pets,2.0,1,5.0,Bakersfield
Small room nearby C-train station (female only),232.0,Private room,No pets & No visitors,1.0,2,2.0,Bakersfield
Cozy 2 Bedroom Condominium,55.0,Entire home/apt,No parties,1.0,3,2.0,Bakersfield
Midtown East 2 Bed/2 Bath Elevator Building Apt,540.0,Entire home/apt,No pets,7.0,4,3.0,Los Angeles
Sunny apartment with easy connections to anywhere.,968.0,Private room,No children under 10,3.0,1,4.0,Los Angeles
"Upper West Side, Manhattan, NY",1083.0,Entire home/apt,No parties & No visitors,6.0,10,1.0,Los Angeles
"Room in Queens, NY, near LGA.",982.0,Private room,No children under 10,1.0,2,2.0,Los Angeles
Best Nest.,371.0,Private room,No pets,1.0,2,4.0,Los Angeles
Cozy Harlem Home,987.0,Private room,No smoking & No parties,1.0,2,2.0,Los Angeles
Enormous Private Room in Shared Apartment,198.0,Private room,No pets & No children under 10,5.0,1,3.0,Los Angeles
Cosy room in a sunny Brooklyn flat,678.0,Private room,No smoking,3.0,1,3.0,Los Angeles
Private Room with Private Bath Upper East Side,359.0,Private room,No children under 10,1.0,2,4.0,Los Angeles
Spacious Luxury Studio-96th and WEA,820.0,Entire home/apt,No parties & No pets,4.0,8,2.0,Los Angeles
Luxury building studio,1076.0,Entire home/apt,No parties & No children under 10,2.0,2,1.0,Los Angeles
Lovely studio,117.0,Entire home/apt,No visitors,1.0,3,4.0,Los Angeles
"1BR, elevator, kitchen, doorman!",475.0,Entire home/apt,No parties,1.0,3,2.0,Dallas
"Luxury Williamsburg duplex, private roof terrace",241.0,Entire home/apt,No visitors,4.0,3,5.0,Dallas
Take it now you won't find better,609.0,Entire home/apt,No pets,1.0,4,2.0,Dallas
E. W'burg Private Room near subway,272.0,Private room,No visitors & No smoking,15.0,2,2.0,Dallas
Cozy&Central:EmpireState/Highline/Times Square,628.0,Entire home/apt,No visitors & No pets & No smoking,3.0,4,3.0,Dallas
*Fresh Budget Room,262.0,Private room,No visitors & No smoking,2.0,1,4.0,Dallas
Chic Union Square One Bedroom,1096.0,Entire home/apt,No visitors,3.0,5,5.0,Dallas
Bright and modern apartment in Williamsburg!,865.0,Entire home/apt,No smoking,6.0,5,4.0,Dallas
Jackson Heights 2 bedrooms housing,747.0,Entire home/apt,No parties & No children under 10 & No smoking,2.0,2,3.0,Dallas
Exclusive Modern Penthouse Apartment,483.0,Entire home/apt,No pets & No visitors,1.0,3,3.0,Dallas
"SUNNY, SAFE and FRIENDLY minutes to Manhattan!",559.0,Entire home/apt,No pets,2.0,4,2.0,Dallas
Sunny Brooklyn room,227.0,Private room,No pets,7.0,2,3.0,Dallas
Charming Suite in Historic Home,348.0,Entire home/apt,No parties & No children under 10,1.0,3,3.0,Dallas
2 Bedroom Apt in downtown Brooklyn,1180.0,Entire home/apt,No visitors & No children under 10 & No parties,4.0,5,2.0,Dallas
Quite & Cozy High Raise Atmosphere,635.0,Private room,No smoking,1.0,1,5.0,Dallas
Upper east side duplex,819.0,Entire home/apt,No pets,3.0,7,2.0,Dallas
Central Park west. Big Cozy Room,709.0,Private room,No pets,1.0,2,4.0,Dallas
Huge Private Room Near Prospect Park,73.0,Private room,No parties & No pets,7.0,2,2.0,Dallas
Private room close to the center of Williamburg,231.0,Private room,No visitors & No children under 10,1.0,1,2.0,Dallas
Spacious cozy apartment,314.0,Entire home/apt,No children under 10,2.0,3,1.0,Dallas
Charming Garden Apartment in Brooklyn Brownstone,434.0,Entire home/apt,No visitors,2.0,2,3.0,Dallas
Friendly hosts,806.0,Private room,No smoking,1.0,2,4.0,Dallas
Minutes from JFK airport and famous mall,711.0,Private room,No visitors & No parties,2.0,2,3.0,Dallas
Sunny and Airy near Manhattan,499.0,Entire home/apt,No pets,2.0,4,5.0,Houston
Bright room in 2BR apt in Nolita!,1024.0,Private room,No children under 10,2.0,2,4.0,Houston
Superhost 3 bedroom DISCOUNT,746.0,Entire home/apt,No pets,1.0,5,4.0,Houston
Spacious room in front of prospect park,259.0,Private room,No smoking,1.0,1,5.0,Houston
Private bedroom in artsy NYC apartment.,488.0,Private room,No smoking,3.0,1,3.0,Houston
Cozy Room near Casino and Metro,1092.0,Private room,No parties,1.0,2,4.0,Houston
"1BR in Newly Renovated Apartment - Rm C, Bushwick!",288.0,Private room,No smoking,1.0,1,4.0,Houston
"Artsy, Sun-Soaked Pre-War Williamsburg Apt",872.0,Entire home/apt,No parties,10.0,2,4.0,Houston
Beautiful and Huge Room in Brooklyn,957.0,Private room,No parties & No pets,13.0,1,3.0,Houston
Backpackers Dream for 1 at The Funky Loft,244.0,Private room,No parties & No smoking,3.0,1,4.0,Houston
Penthouse Apartment in Chelsea,412.0,Entire home/apt,No children under 10,2.0,3,1.0,Corpus Christi
Comfortable Sofa Bed For Rent In NYC. Female ONLY,1106.0,Shared room,No parties,2.0,1,5.0,Corpus Christi
Huge Room with a View on Manhattan!,383.0,Private room,No smoking & No visitors,1.0,1,4.0,Corpus Christi
Adorable room on the Upper East Side!,405.0,Private room,No pets,20.0,2,3.0,Corpus Christi
Cozy Private Room for Eager Travelers! :D,420.0,Private room,No parties,3.0,1,5.0,Corpus Christi
3 bedroom Tourist's heaven 2nd floor,508.0,Entire home/apt,No children under 10 & No parties,1.0,2,4.0,Corpus Christi
"Large, Private 1 Bedroom in Historic Brownstone",330.0,Entire home/apt,No children under 10 & No pets,5.0,2,4.0,Corpus Christi
Modern Loft overlooking McCarren Park,301.0,Entire home/apt,No pets,6.0,2,2.0,Corpus Christi
My Little Guest Apartment,524.0,Entire home/apt,No children under 10,2.0,4,1.0,Corpus Christi
Private bedroom in Washington Heights,423.0,Private room,No parties & No pets,3.0,1,5.0,Corpus Christi
Charming duplex  Morningside Heights-Private Floor,564.0,Private room,No children under 10 & No parties & No pets,1.0,1,4.0,Corpus Christi
Luxe Loft Apartment-10 minutes from Manhattan!,514.0,Private room,No parties & No pets,4.0,1,2.0,Corpus Christi
5mn location from Manhattan midtown,875.0,Private room,No visitors,1.0,2,1.0,Corpus Christi
A Couch In East Williamsburg Near Train.,247.0,Shared room,No pets & No visitors,1.0,1,4.0,Corpus Christi
☆Massive DUPLEX☆ 2BR & 2BTH East Village 9+ Guests,619.0,Entire home/apt,No pets,2.0,5,1.0,Corpus Christi
"1BR, elevator, kitchen, doorman!",475.0,Entire home/apt,No parties,1.0,3,2.0,Dallas
"Luxury Williamsburg duplex, private roof terrace",241.0,Entire home/apt,No visitors,4.0,3,5.0,Dallas
Take it now you won't find better,609.0,Entire home/apt,No pets,1.0,4,2.0,Dallas
E. W'burg Private Room near subway,272.0,Private room,No visitors & No smoking,15.0,2,2.0,Dallas
Cozy&Central:EmpireState/Highline/Times Square,628.0,Entire home/apt,No visitors & No pets & No smoking,3.0,4,3.0,Dallas
*Fresh Budget Room,262.0,Private room,No visitors & No smoking,2.0,1,4.0,Dallas
Chic Union Square One Bedroom,1096.0,Entire home/apt,No visitors,3.0,5,5.0,Dallas
Bright and modern apartment in Williamsburg!,865.0,Entire home/apt,No smoking,6.0,5,4.0,Dallas
Jackson Heights 2 bedrooms housing,747.0,Entire home/apt,No parties & No children under 10 & No smoking,2.0,2,3.0,Dallas
Exclusive Modern Penthouse Apartment,483.0,Entire home/apt,No pets & No visitors,1.0,3,3.0,Dallas
"SUNNY, SAFE and FRIENDLY minutes to Manhattan!",559.0,Entire home/apt,No pets,2.0,4,2.0,Dallas
Sunny Brooklyn room,227.0,Private room,No pets,7.0,2,3.0,Dallas
Charming Suite in Historic Home,348.0,Entire home/apt,No parties & No children under 10,1.0,3,3.0,Dallas
2 Bedroom Apt in downtown Brooklyn,1180.0,Entire home/apt,No visitors & No children under 10 & No parties,4.0,5,2.0,Dallas
Quite & Cozy High Raise Atmosphere,635.0,Private room,No smoking,1.0,1,5.0,Dallas
Upper east side duplex,819.0,Entire home/apt,No pets,3.0,7,2.0,Dallas
Central Park west. Big Cozy Room,709.0,Private room,No pets,1.0,2,4.0,Dallas
Huge Private Room Near Prospect Park,73.0,Private room,No parties & No pets,7.0,2,2.0,Dallas
Private room close to the center of Williamburg,231.0,Private room,No visitors & No children under 10,1.0,1,2.0,Dallas
Spacious cozy apartment,314.0,Entire home/apt,No children under 10,2.0,3,1.0,Dallas
Charming Garden Apartment in Brooklyn Brownstone,434.0,Entire home/apt,No visitors,2.0,2,3.0,Dallas
Friendly hosts,806.0,Private room,No smoking,1.0,2,4.0,Dallas
Minutes from JFK airport and famous mall,711.0,Private room,No visitors & No parties,2.0,2,3.0,Dallas
INCREDIBLE TOWNHOUSE 4 STORIES 5 BEDROOMS 3 BATH,338.0,Entire home/apt,No children under 10,2.0,3,2.0,San Angelo
Bedroom in East Williamsburg,1149.0,Private room,No smoking,4.0,1,3.0,San Angelo
Beautiful Brooklyn Vacation Home!,1058.0,Entire home/apt,No visitors & No smoking & No pets,2.0,3,4.0,San Angelo
Private small accommodation specially for you!,274.0,Private room,No smoking & No pets & No children under 10,1.0,2,5.0,San Angelo
New york Multi-unit building in Williamsburg BR,123.0,Private room,No parties & No children under 10,3.0,2,3.0,San Angelo
Near Subway and Central Park :),466.0,Private room,No visitors & No parties & No children under 10,1.0,2,5.0,San Angelo
Convenient Room Near Subway ABCD&1!,370.0,Private room,No children under 10,2.0,2,4.0,San Angelo
Beautiful Bedroom in Trendy Neighborhood!,479.0,Private room,No smoking & No parties,1.0,1,5.0,San Angelo
Private room w/private bathroom near Central Park!,764.0,Private room,No pets,2.0,1,5.0,San Angelo
Beautiful home,351.0,Private room,No pets & No parties,1.0,1,2.0,San Angelo
Sunny and Airy near Manhattan,499.0,Entire home/apt,No pets,2.0,4,5.0,Houston
Bright room in 2BR apt in Nolita!,1024.0,Private room,No children under 10,2.0,2,4.0,Houston
Superhost 3 bedroom DISCOUNT,746.0,Entire home/apt,No pets,1.0,5,4.0,Houston
Spacious room in front of prospect park,259.0,Private room,No smoking,1.0,1,5.0,Houston
Private bedroom in artsy NYC apartment.,488.0,Private room,No smoking,3.0,1,3.0,Houston
Cozy Room near Casino and Metro,1092.0,Private room,No parties,1.0,2,4.0,Houston
"1BR in Newly Renovated Apartment - Rm C, Bushwick!",288.0,Private room,No smoking,1.0,1,4.0,Houston
"Artsy, Sun-Soaked Pre-War Williamsburg Apt",872.0,Entire home/apt,No parties,10.0,2,4.0,Houston
Beautiful and Huge Room in Brooklyn,957.0,Private room,No parties & No pets,13.0,1,3.0,Houston
Backpackers Dream for 1 at The Funky Loft,244.0,Private room,No parties & No smoking,3.0,1,4.0,Houston
Quiet and beautiful apartment near central park,930.0,Entire home/apt,No parties & No smoking,7.0,9,2.0,Fort Myers
Great room in Greenwich Village!,133.0,Private room,No visitors,1.0,1,4.0,Fort Myers
"Basement suite in Bushwick, 4 minutes from the M!",193.0,Private room,No children under 10 & No parties,3.0,2,3.0,Fort Myers
Large one bed room pied a terre in Park Slope,903.0,Entire home/apt,No pets & No smoking,30.0,2,4.0,Fort Myers
Beautiful & sunny large room in a gorgeous apt.,414.0,Private room,No smoking,30.0,2,5.0,Fort Myers
Spacious 1 Bedroom in the Heart of Williamsburg,623.0,Entire home/apt,No children under 10 & No smoking & No parties,1.0,2,2.0,Fort Myers
Private Apt in Queens NYC/less 5min walk to train,446.0,Entire home/apt,No pets & No parties,5.0,4,4.0,Fort Myers
Brooklyn Apartment,739.0,Private room,No smoking & No children under 10,6.0,2,3.0,Fort Myers
"Spacious and Cozy apartment, minutes to Manhattan!",1019.0,Private room,No children under 10 & No smoking,2.0,2,5.0,Fort Myers
"Lovely room with private bathroom, near Manhattan",681.0,Private room,No parties,1.0,1,1.0,Fort Myers
"Lower East Side, Bohemian Home, hipster location",783.0,Private room,No parties,3.0,2,2.0,Fort Myers
Studio Apartment in Upper East Side,366.0,Entire home/apt,No children under 10 & No visitors & No parties,7.0,3,5.0,Fort Myers
La Quinta Central Park West,327.0,Private room,No parties,1.0,2,5.0,Fort Myers
Medical Student Room A : Brooklyn Hospitals,508.0,Private room,No smoking,30.0,2,2.0,Fort Myers
East Village~Organic Living,984.0,Entire home/apt,No children under 10 & No parties,2.0,2,5.0,Fort Myers
Spacious yet Cozy Room in Manhattan,566.0,Private room,No visitors,3.0,2,4.0,Gainesville
Spacious Upper East Side 1BR apt near attractions,119.0,Entire home/apt,No visitors,30.0,2,2.0,Gainesville
It must be your BDAY because this deal is great,173.0,Private room,No children under 10,3.0,1,3.0,Gainesville
Private bedroom hideaway in East Village gem,118.0,Private room,No pets & No smoking,2.0,2,2.0,Gainesville
"""Oasis on The Park""",1068.0,Private room,No smoking & No parties & No visitors,1.0,1,3.0,Gainesville
Suite Nest /free street parking+wifi,1171.0,Entire home/apt,No smoking & No parties,30.0,8,2.0,Gainesville
Cozy Cove in Crown Heights,546.0,Private room,No pets,7.0,1,3.0,Gainesville
Bed Stuy Brownstone 50 steps to the Train :),1055.0,Private room,No parties & No children under 10,1.0,1,2.0,Gainesville
Mesmerized Penthouse,678.0,Entire home/apt,No children under 10,1.0,2,4.0,Gainesville
PrivateRoom1/LGA&JFK&Citi field&法拉盛/BustoManhattan,278.0,Private room,No parties & No visitors & No pets,1.0,2,2.0,Gainesville
Sunny Private Bedroom Near Manhattan,1182.0,Private room,No parties & No children under 10,1.0,1,2.0,Gainesville
Cozy large Full 1 Bedroom Apt,168.0,Entire home/apt,No children under 10,354.0,2,2.0,Gainesville
Private furnished bedroom in Williamsburg,179.0,Private room,No parties & No smoking & No children under 10,5.0,1,2.0,Orlando
"Sixth Ave Chelsea, Studio Serviced Apartment",70.0,Entire home/apt,No visitors & No pets,30.0,3,2.0,Orlando
Large and furnished,345.0,Private room,No smoking & No pets,7.0,2,4.0,Orlando
Private room in Jackson Heights Apartment 2+,1081.0,Private room,No parties,1.0,1,1.0,Orlando
"Che’ Randall Deux
SoBro
10 minutes to Manhattan!",854.0,Private room,No children under 10,5.0,2,4.0,Orlando
Room in Upper East Side!,885.0,Private room,No smoking & No pets & No parties,1.0,2,4.0,Orlando
BKLYN Brownstone- Glam Getaway!,287.0,Entire home/apt,No pets & No visitors,3.0,2,3.0,Orlando
"Rare Find: SUNNY, LARGE DUPLEX Chelsea 2BR 2BA",188.0,Entire home/apt,No pets,6.0,2,5.0,Orlando
Riverside Drive Apartment,878.0,Entire home/apt,No visitors & No parties & No smoking,31.0,5,5.0,Orlando
"Private room. 1 bed, 2 guests, 3333 Broadway",705.0,Private room,No pets,1.0,2,3.0,Orlando
Huge Loft - Heart of Williamsburg,518.0,Entire home/apt,No smoking,2.0,4,3.0,Jacksonville
Bright & Spacious 1br in the Heart of UWS,561.0,Entire home/apt,No parties & No visitors & No children under 10,3.0,3,3.0,Jacksonville
Modern high-end studio!,541.0,Entire home/apt,No parties,2.0,3,3.0,Jacksonville
"NYC Sanctuary, Skyline Views & Rooftop",954.0,Entire home/apt,No smoking,3.0,6,5.0,Jacksonville
Sunny room in cozy Bushwick apartment,897.0,Private room,No visitors,3.0,2,4.0,Jacksonville
Cute Studio near Prospect Park,256.0,Entire home/apt,No visitors,1.0,2,3.0,Jacksonville
G1 Newly Renovated Long Island City Room,1130.0,Private room,No parties,1.0,1,2.0,Jacksonville
2BR  Apt - 20min to Soho,938.0,Entire home/apt,No pets,3.0,2,2.0,Jacksonville
Private Bedroom in Greenpoint,169.0,Private room,No parties & No children under 10,2.0,2,4.0,Jacksonville
♛ Private & Beautiful West Village Townhouse 2BR,730.0,Entire home/apt,No visitors,5.0,6,2.0,Jacksonville
Lovely New York Guest Room,1138.0,Private room,No pets,1.0,1,5.0,Jacksonville
A Cozy Harlem Stay,373.0,Private room,No pets,30.0,2,2.0,Jacksonville
"Cozy, quiet and location, location, location",125.0,Entire home/apt,No smoking & No parties,4.0,3,4.0,Jacksonville
Beautiful Bay Ridge room,390.0,Private room,No pets & No children under 10,6.0,2,1.0,Jacksonville
Design-Infused Two Bed Beauty in Fort Greene,942.0,Entire home/apt,No parties & No children under 10,3.0,2,1.0,Jacksonville
Charming attic Room in Home + Backyard/Near Metro,249.0,Private room,No parties & No pets,3.0,2,1.0,Jacksonville
Huge Room in Upper West close to Columbia & Subway,260.0,Private room,No parties & No children under 10 & No smoking,4.0,1,4.0,Jacksonville
"Sunny, Quiet Oasis w/ Elevator - Close to Subway!",383.0,Private room,No pets & No parties,3.0,1,5.0,Jacksonville
Great room near Chelsea market,800.0,Private room,No visitors & No children under 10,1.0,1,3.0,Jacksonville
Gem off of Prospect Park,534.0,Private room,No parties,2.0,1,5.0,Jacksonville
Large sunny room queen bed &balcony,412.0,Private room,No pets,1.0,2,2.0,Jacksonville
Next to Central Park,913.0,Private room,No visitors & No smoking,2.0,1,2.0,Jacksonville
Gorgeous Garden Apt Steps To Park,1176.0,Entire home/apt,No smoking,1.0,4,4.0,Jacksonville
Simple and clean bedroom with good view and light,669.0,Private room,No children under 10,1.0,2,5.0,Miami
Cozy Two-bedroom Apt in a Cute House in Brooklyn!,99.0,Private room,No children under 10,4.0,1,4.0,Miami
"""HELLO BROOKLYN"" PARK SIDE VIEW NEWLY RENO APT.",789.0,Entire home/apt,No parties & No visitors,1.0,6,5.0,Miami
King Hotel Room at Wyndham Midtown 45 Resort,264.0,Private room,No pets & No smoking & No children under 10,2.0,2,3.0,Miami
Charming 1BD Astoria Penthouse,806.0,Entire home/apt,No smoking,2.0,8,5.0,Miami
Unbeatable & Massive Midtown 3 Bedroom Apt,905.0,Entire home/apt,No smoking,4.0,6,5.0,Miami
1 Bedroom Heart of Financial Dist,386.0,Private room,No visitors & No children under 10 & No smoking,2.0,2,4.0,Miami
Bushwick Duplex 1,283.0,Private room,No parties,1.0,2,5.0,Miami
Comfortable shared apartmant by Times Square,924.0,Shared room,No smoking & No children under 10,1.0,1,2.0,Miami
Modern furnished 2-Bedroom NYC Apartment!,647.0,Entire home/apt,No parties,30.0,3,1.0,Miami
Williamsburg bliss,1086.0,Entire home/apt,No visitors,3.0,3,4.0,Miami
Great 3 Bedroom Apartment - Incredible Location,685.0,Entire home/apt,No parties & No children under 10,25.0,4,5.0,Fort Lauderdale
Inviting Photographer's Loft in Tribeca,626.0,Entire home/apt,No visitors & No smoking,5.0,4,3.0,Fort Lauderdale
Clean 1br w/Parking Incl.  also 10min near JFK/LGA,483.0,Private room,No visitors & No parties,1.0,1,2.0,Fort Lauderdale
Totally Renovated Plush loft apartment,835.0,Entire home/apt,No pets,4.0,7,2.0,Fort Lauderdale
Spacious room in Brooklyn by the subway!,583.0,Private room,No smoking,3.0,2,5.0,Fort Lauderdale
Stylish 1 BDR in Upper East Side,433.0,Entire home/apt,No smoking,30.0,3,3.0,Fort Lauderdale
4 bedrooms private house,437.0,Entire home/apt,No pets & No visitors & No parties,4.0,2,4.0,Fort Lauderdale
BRIGHT CHARMING STUDIO ON UPPER EAST SIDE,496.0,Entire home/apt,No smoking,30.0,2,2.0,Fort Lauderdale
